,Keyword,Make,Model
842,fleetline chevrolet,chevrolet,fleetline
843,fleetmaster,chevrolet,fleetmaster
844,chevrolet fleetmaster,chevrolet,fleetmaster
845,fleetmaster chevrolet,chevrolet,fleetmaster
846,g10,chevrolet,g10
847,chevrolet g10,chevrolet,g10
848,g10 chevrolet,chevrolet,g10
849,g20,chevrolet,g20
850,chevrolet g20,chevrolet,g20
851,g20 chevrolet,chevrolet,g20
852,g30,chevrolet,g30
853,chevrolet g30,chevrolet,g30
854,g30 chevrolet,chevrolet,g30
855,impala,chevrolet,impala
856,chevrolet impala,chevrolet,impala
857,impala chevrolet,chevrolet,impala
858,lumina,chevrolet,lumina
859,chevrolet lumina,chevrolet,lumina
860,lumina chevrolet,chevrolet,lumina
861,lumina apv,chevrolet,lumina apv
862,chevrolet lumina apv,chevrolet,lumina apv
863,lumina apv chevrolet,chevrolet,lumina apv
864,luv,chevrolet,luv
865,chevrolet luv,chevrolet,luv
866,luv chevrolet,chevrolet,luv
867,malibu,chevrolet,malibu
868,chevrolet malibu,chevrolet,malibu
869,malibu chevrolet,chevrolet,malibu
870,master,chevrolet,master
871,chevrolet master,chevrolet,master
872,master chevrolet,chevrolet,master
873,master deluxe,chevrolet,master deluxe
874,chevrolet master deluxe,chevrolet,master deluxe
875,master deluxe chevrolet,chevrolet,master deluxe
876,master eagle,chevrolet,master eagle
877,chevrolet master eagle,chevrolet,master eagle
878,master eagle chevrolet,chevrolet,master eagle
879,model ab,chevrolet,model ab
880,chevrolet model ab,chevrolet,model ab
881,model ab chevrolet,chevrolet,model ab
882,model ac,chevrolet,model ac
883,chevrolet model ac,chevrolet,model ac
884,model ac chevrolet,chevrolet,model ac
885,model ak,chevrolet,model ak
886,chevrolet model ak,chevrolet,model ak
887,model ak chevrolet,chevrolet,model ak
888,model al,chevrolet,model al
889,chevrolet model al,chevrolet,model al
890,model al chevrolet,chevrolet,model al
891,model b,chevrolet,model b
892,chevrolet model b,chevrolet,model b
893,model b chevrolet,chevrolet,model b
894,model gc,chevrolet,model gc
895,chevrolet model gc,chevrolet,model gc
896,model gc chevrolet,chevrolet,model gc
897,model h,chevrolet,model h
898,chevrolet model h,chevrolet,model h
899,model h chevrolet,chevrolet,model h
900,model hc,chevrolet,model hc
901,chevrolet model hc,chevrolet,model hc
902,model hc chevrolet,chevrolet,model hc
903,monte carlo,chevrolet,monte carlo
904,chevrolet monte carlo,chevrolet,monte carlo
905,monte carlo chevrolet,chevrolet,monte carlo
906,monza,chevrolet,monza
907,chevrolet monza,chevrolet,monza
908,monza chevrolet,chevrolet,monza
909,nomad,chevrolet,nomad
910,chevrolet nomad,chevrolet,nomad
911,nomad chevrolet,chevrolet,nomad
912,nova,chevrolet,nova
913,chevrolet nova,chevrolet,nova
914,nova chevrolet,chevrolet,nova
915,other chevrolet models,chevrolet,other chevrolet models
916,chevrolet other chevrolet models,chevrolet,other chevrolet models
917,other chevrolet models chevrolet,chevrolet,other chevrolet models
918,pickup,chevrolet,pickup
919,chevrolet pickup,chevrolet,pickup
920,pickup chevrolet,chevrolet,pickup
921,s10 blazer,chevrolet,s10 blazer
922,chevrolet s10 blazer,chevrolet,s10 blazer
923,s10 blazer chevrolet,chevrolet,s10 blazer
924,s10 pickup,chevrolet,s10 pickup
925,chevrolet s10 pickup,chevrolet,s10 pickup
926,s10 pickup chevrolet,chevrolet,s10 pickup
927,sedan delivery,chevrolet,sedan delivery
928,chevrolet sedan delivery,chevrolet,sedan delivery
929,sedan delivery chevrolet,chevrolet,sedan delivery
930,series 490,chevrolet,series 490
931,chevrolet series 490,chevrolet,series 490
932,series 490 chevrolet,chevrolet,series 490
933,series aa,chevrolet,series aa
934,chevrolet series aa,chevrolet,series aa
935,series aa chevrolet,chevrolet,series aa
936,series ad,chevrolet,series ad
937,chevrolet series ad,chevrolet,series ad
938,series ad chevrolet,chevrolet,series ad
939,series ae,chevrolet,series ae
940,chevrolet series ae,chevrolet,series ae
941,series ae chevrolet,chevrolet,series ae
942,series ba,chevrolet,series ba
943,chevrolet series ba,chevrolet,series ba
944,series ba chevrolet,chevrolet,series ba
945,series d,chevrolet,series d
946,chevrolet series d,chevrolet,series d
947,series d chevrolet,chevrolet,series d
948,series fb,chevrolet,series fb
949,chevrolet series fb,chevrolet,series fb
950,series fb chevrolet,chevrolet,series fb
951,silverado 1500,chevrolet,silverado 1500
952,chevrolet silverado 1500,chevrolet,silverado 1500
953,silverado 1500 chevrolet,chevrolet,silverado 1500
954,silverado 2500,chevrolet,silverado 2500
955,chevrolet silverado 2500,chevrolet,silverado 2500
956,silverado 2500 chevrolet,chevrolet,silverado 2500
957,silverado 3500,chevrolet,silverado 3500
958,chevrolet silverado 3500,chevrolet,silverado 3500
959,silverado 3500 chevrolet,chevrolet,silverado 3500
960,sonic,chevrolet,sonic
961,chevrolet sonic,chevrolet,sonic
962,sonic chevrolet,chevrolet,sonic
963,special deluxe,chevrolet,special deluxe
964,chevrolet special deluxe,chevrolet,special deluxe
965,special deluxe chevrolet,chevrolet,special deluxe
966,spectrum,chevrolet,spectrum
967,chevrolet spectrum,chevrolet,spectrum
968,spectrum chevrolet,chevrolet,spectrum
969,sprint,chevrolet,sprint
970,chevrolet sprint,chevrolet,sprint
971,sprint chevrolet,chevrolet,sprint
972,ss,chevrolet,ss
973,chevrolet ss,chevrolet,ss
974,ss chevrolet,chevrolet,ss
975,ssr,chevrolet,ssr
976,chevrolet ssr,chevrolet,ssr
977,ssr chevrolet,chevrolet,ssr
978,standard,chevrolet,standard
979,chevrolet standard,chevrolet,standard
980,standard chevrolet,chevrolet,standard
981,styleline,chevrolet,styleline
982,chevrolet styleline,chevrolet,styleline
983,styleline chevrolet,chevrolet,styleline
984,stylemaster,chevrolet,stylemaster
985,chevrolet stylemaster,chevrolet,stylemaster
986,stylemaster chevrolet,chevrolet,stylemaster
987,suburban,chevrolet,suburban
988,chevrolet suburban,chevrolet,suburban
989,suburban chevrolet,chevrolet,suburban
990,superior,chevrolet,superior
991,chevrolet superior,chevrolet,superior
992,superior chevrolet,chevrolet,superior
993,tahoe,chevrolet,tahoe
994,chevrolet tahoe,chevrolet,tahoe
995,tahoe chevrolet,chevrolet,tahoe
996,vega,chevrolet,vega
997,chevrolet vega,chevrolet,vega
998,vega chevrolet,chevrolet,vega
999,300,chrysler,300
1000,chrysler 300,chrysler,300
1001,300 chrysler,chrysler,300
1002,air flow,chrysler,air flow
1003,chrysler air flow,chrysler,air flow
1004,air flow chrysler,chrysler,air flow
1005,air stream,chrysler,air stream
1006,chrysler air stream,chrysler,air stream
1007,air stream chrysler,chrysler,air stream
1008,concorde,chrysler,concorde
1009,chrysler concorde,chrysler,concorde
1010,concorde chrysler,chrysler,concorde
1011,conquest,chrysler,conquest
1012,chrysler conquest,chrysler,conquest
1013,conquest chrysler,chrysler,conquest
1014,cordoba,chrysler,cordoba
1015,chrysler cordoba,chrysler,cordoba
1016,cordoba chrysler,chrysler,cordoba
1017,crossfire,chrysler,crossfire
1018,chrysler crossfire,chrysler,crossfire
1019,crossfire chrysler,chrysler,crossfire
1020,custom,chrysler,custom
1021,chrysler custom,chrysler,custom
1022,custom chrysler,chrysler,custom
1023,deluxe,chrysler,deluxe
1024,chrysler deluxe,chrysler,deluxe
1025,deluxe chrysler,chrysler,deluxe
1026,e 80,chrysler,e 80
1027,chrysler e 80,chrysler,e 80
1028,e 80 chrysler,chrysler,e 80
1029,e class,chrysler,e class
1030,chrysler e class,chrysler,e class
1031,e class chrysler,chrysler,e class
1032,f 58,chrysler,f 58
1033,chrysler f 58,chrysler,f 58
1034,f 58 chrysler,chrysler,f 58
1035,fifth avenue,chrysler,fifth avenue
1036,chrysler fifth avenue,chrysler,fifth avenue
1037,fifth avenue chrysler,chrysler,fifth avenue
1038,g 70,chrysler,g 70
1039,chrysler g 70,chrysler,g 70
1040,g 70 chrysler,chrysler,g 70
1041,highlander,chrysler,highlander
1042,chrysler highlander,chrysler,highlander
1043,highlander chrysler,chrysler,highlander
1044,imperial,chrysler,imperial
1045,chrysler imperial,chrysler,imperial
1046,imperial chrysler,chrysler,imperial
1047,intrepid,chrysler,intrepid
1048,chrysler intrepid,chrysler,intrepid
1049,intrepid chrysler,chrysler,intrepid
1050,laser,chrysler,laser
1051,chrysler laser,chrysler,laser
1052,laser chrysler,chrysler,laser
1053,lebaron,chrysler,lebaron
1054,chrysler lebaron,chrysler,lebaron
1055,lebaron chrysler,chrysler,lebaron
1056,lebaron gts,chrysler,lebaron gts
1057,chrysler lebaron gts,chrysler,lebaron gts
1058,lebaron gts chrysler,chrysler,lebaron gts
1059,lhs,chrysler,lhs
1060,chrysler lhs,chrysler,lhs
1061,lhs chrysler,chrysler,lhs
1062,model b-70,chrysler,model b-70
1063,chrysler model b-70,chrysler,model b-70
1064,model b-70 chrysler,chrysler,model b-70
1065,new yorker,chrysler,new yorker
1066,chrysler new yorker,chrysler,new yorker
1067,new yorker chrysler,chrysler,new yorker
1068,newport,chrysler,newport
1069,chrysler newport,chrysler,newport
1070,newport chrysler,chrysler,newport
1071,other chrysler models,chrysler,other chrysler models
1072,chrysler other chrysler models,chrysler,other chrysler models
1073,other chrysler models chrysler,chrysler,other chrysler models
1074,prowler,chrysler,prowler
1075,chrysler prowler,chrysler,prowler
1076,prowler chrysler,chrysler,prowler
1077,royal,chrysler,royal
1078,chrysler royal,chrysler,royal
1079,royal chrysler,chrysler,royal
1080,saratoga,chrysler,saratoga
1081,chrysler saratoga,chrysler,saratoga
1082,saratoga chrysler,chrysler,saratoga
1083,sebring,chrysler,sebring
1084,chrysler sebring,chrysler,sebring
1085,sebring chrysler,chrysler,sebring
1086,series 50,chrysler,series 50
1087,chrysler series 50,chrysler,series 50
1088,series 50 chrysler,chrysler,series 50
1089,series 52,chrysler,series 52
1090,chrysler series 52,chrysler,series 52
1091,series 52 chrysler,chrysler,series 52
1092,series 60,chrysler,series 60
1093,chrysler series 60,chrysler,series 60
1094,series 60 chrysler,chrysler,series 60
1095,series 62,chrysler,series 62
1096,chrysler series 62,chrysler,series 62
1097,series 62 chrysler,chrysler,series 62
1098,series 65,chrysler,series 65
1099,chrysler series 65,chrysler,series 65
1100,series 65 chrysler,chrysler,series 65
1101,series 66,chrysler,series 66
1102,chrysler series 66,chrysler,series 66
1103,series 66 chrysler,chrysler,series 66
1104,series 70,chrysler,series 70
1105,chrysler series 70,chrysler,series 70
1106,series 70 chrysler,chrysler,series 70
1107,series 72,chrysler,series 72
1108,chrysler series 72,chrysler,series 72
1109,series 72 chrysler,chrysler,series 72
1110,series 75,chrysler,series 75
1111,chrysler series 75,chrysler,series 75
1112,series 75 chrysler,chrysler,series 75
1113,series 77,chrysler,series 77
1114,chrysler series 77,chrysler,series 77
1115,series 77 chrysler,chrysler,series 77
1116,series 80,chrysler,series 80
1117,chrysler series 80,chrysler,series 80
1118,series 80 chrysler,chrysler,series 80
1119,series ca,chrysler,series ca
1120,chrysler series ca,chrysler,series ca
1121,series ca chrysler,chrysler,series ca
1122,series cb,chrysler,series cb
1123,chrysler series cb,chrysler,series cb
1124,series cb chrysler,chrysler,series cb
1125,series cd,chrysler,series cd
1126,chrysler series cd,chrysler,series cd
1127,series cd chrysler,chrysler,series cd
1128,series ci,chrysler,series ci
1129,chrysler series ci,chrysler,series ci
1130,series ci chrysler,chrysler,series ci
1131,series cj,chrysler,series cj
1132,chrysler series cj,chrysler,series cj
1133,series cj chrysler,chrysler,series cj
1134,series cm,chrysler,series cm
1135,chrysler series cm,chrysler,series cm
1136,series cm chrysler,chrysler,series cm
1137,series co,chrysler,series co
1138,chrysler series co,chrysler,series co
1139,series co chrysler,chrysler,series co
1140,series cp,chrysler,series cp
1141,chrysler series cp,chrysler,series cp
1142,series cp chrysler,chrysler,series cp
1143,tc by maserati,chrysler,tc by maserati
1144,chrysler tc by maserati,chrysler,tc by maserati
1145,tc by maserati chrysler,chrysler,tc by maserati
1146,thunderbolt,chrysler,thunderbolt
1147,chrysler thunderbolt,chrysler,thunderbolt
1148,thunderbolt chrysler,chrysler,thunderbolt
1149,town & country,chrysler,town & country
1150,chrysler town & country,chrysler,town & country
1151,town & country chrysler,chrysler,town & country
1152,traveler ,chrysler,traveler 
1153,chrysler traveler ,chrysler,traveler 
1154,traveler  chrysler,chrysler,traveler 
1155,valiant,chrysler,valiant
1156,chrysler valiant,chrysler,valiant
1157,valiant chrysler,chrysler,valiant
1158,windsor,chrysler,windsor
1159,chrysler windsor,chrysler,windsor
1160,windsor chrysler,chrysler,windsor
1161,330,dodge,330
1162,dodge 330,dodge,330
1163,330 dodge,dodge,330
1164,400,dodge,400
1165,dodge 400,dodge,400
1166,400 dodge,dodge,400
1167,440,dodge,440
1168,dodge 440,dodge,440
1169,440 dodge,dodge,440
1170,600,dodge,600
1171,dodge 600,dodge,600
1172,600 dodge,dodge,600
1173,a100,dodge,a100
1174,dodge a100,dodge,a100
1175,a100 dodge,dodge,a100
1176,aries,dodge,aries
1177,dodge aries,dodge,aries
1178,aries dodge,dodge,aries
1179,aspen,dodge,aspen
1180,dodge aspen,dodge,aspen
1181,aspen dodge,dodge,aspen
1182,b series,dodge,b series
1183,dodge b series,dodge,b series
1184,b series dodge,dodge,b series
1185,b100,dodge,b100
1186,dodge b100,dodge,b100
1187,b100 dodge,dodge,b100
1188,b150,dodge,b150
1189,dodge b150,dodge,b150
1190,b150 dodge,dodge,b150
1191,b200,dodge,b200
1192,dodge b200,dodge,b200
1193,b200 dodge,dodge,b200
1194,b250,dodge,b250
1195,dodge b250,dodge,b250
1196,b250 dodge,dodge,b250
1197,b300,dodge,b300
1198,dodge b300,dodge,b300
1199,b300 dodge,dodge,b300
1200,b350,dodge,b350
1201,dodge b350,dodge,b350
1202,b350 dodge,dodge,b350
1203,b3500,dodge,b3500
1204,dodge b3500,dodge,b3500
1205,b3500 dodge,dodge,b3500
1206,c-1,dodge,c-1
1207,dodge c-1,dodge,c-1
1208,c-1 dodge,dodge,c-1
1209,c-3b series,dodge,c-3b series
1210,dodge c-3b series,dodge,c-3b series
1211,c-3b series dodge,dodge,c-3b series
1212,caravan,dodge,caravan
1213,dodge caravan,dodge,caravan
1214,caravan dodge,dodge,caravan
1215,challenger,dodge,challenger
1216,dodge challenger,dodge,challenger
1217,challenger dodge,dodge,challenger
1218,charger,dodge,charger
1219,dodge charger,dodge,charger
1220,charger dodge,dodge,charger
1221,charger daytona,dodge,charger daytona
1222,dodge charger daytona,dodge,charger daytona
1223,charger daytona dodge,dodge,charger daytona
1224,colt,dodge,colt
1225,dodge colt,dodge,colt
1226,colt dodge,dodge,colt
1227,conquest,dodge,conquest
1228,dodge conquest,dodge,conquest
1229,conquest dodge,dodge,conquest
1230,coronet,dodge,coronet
1231,dodge coronet,dodge,coronet
1232,coronet dodge,dodge,coronet
1233,custom,dodge,custom
1234,dodge custom,dodge,custom
1235,custom dodge,dodge,custom
1236,custom 880,dodge,custom 880
1237,dodge custom 880,dodge,custom 880
1238,custom 880 dodge,dodge,custom 880
1239,d/w truck,dodge,d/w truck
1240,dodge d/w truck,dodge,d/w truck
1241,d/w truck dodge,dodge,d/w truck
1242,dakota,dodge,dakota
1243,dodge dakota,dodge,dakota
1244,dakota dodge,dodge,dakota
1245,dart,dodge,dart
1246,dodge dart,dodge,dart
1247,dart dodge,dodge,dart
1248,daytona,dodge,daytona
1249,dodge daytona,dodge,daytona
1250,daytona dodge,dodge,daytona
1251,deluxe,dodge,deluxe
1252,dodge deluxe,dodge,deluxe
1253,deluxe dodge,dodge,deluxe
1254,demon,dodge,demon
1255,dodge demon,dodge,demon
1256,demon dodge,dodge,demon
1257,diplomat,dodge,diplomat
1258,dodge diplomat,dodge,diplomat
1259,diplomat dodge,dodge,diplomat
1260,durango,dodge,durango
1261,dodge durango,dodge,durango
1262,durango dodge,dodge,durango
1263,dynasty,dodge,dynasty
1264,dodge dynasty,dodge,dynasty
1265,dynasty dodge,dodge,dynasty
1266,fast four,dodge,fast four
1267,dodge fast four,dodge,fast four
1268,fast four dodge,dodge,fast four
1269,grand caravan,dodge,grand caravan
1270,dodge grand caravan,dodge,grand caravan
1271,grand caravan dodge,dodge,grand caravan
1272,intrepid,dodge,intrepid
1273,dodge intrepid,dodge,intrepid
1274,intrepid dodge,dodge,intrepid
1275,kingsway,dodge,kingsway
1276,dodge kingsway,dodge,kingsway
1277,kingsway dodge,dodge,kingsway
1278,lancer,dodge,lancer
1279,dodge lancer,dodge,lancer
1280,lancer dodge,dodge,lancer
1281,li'l red express,dodge,li'l red express
1282,dodge li'l red express,dodge,li'l red express
1283,li'l red express dodge,dodge,li'l red express
1284,luxury liner,dodge,luxury liner
1285,dodge luxury liner,dodge,luxury liner
1286,luxury liner dodge,dodge,luxury liner
1287,m37,dodge,m37
1288,dodge m37,dodge,m37
1289,m37 dodge,dodge,m37
1290,magnum,dodge,magnum
1291,dodge magnum,dodge,magnum
1292,magnum dodge,dodge,magnum
1293,matador,dodge,matador
1294,dodge matador,dodge,matador
1295,matador dodge,dodge,matador
1296,mayfair,dodge,mayfair
1297,dodge mayfair,dodge,mayfair
1298,mayfair dodge,dodge,mayfair
1299,meadowbrook,dodge,meadowbrook
1300,dodge meadowbrook,dodge,meadowbrook
1301,meadowbrook dodge,dodge,meadowbrook
1302,mini ram van,dodge,mini ram van
1303,dodge mini ram van,dodge,mini ram van
1304,mini ram van dodge,dodge,mini ram van
1305,mirada,dodge,mirada
1306,dodge mirada,dodge,mirada
1307,mirada dodge,dodge,mirada
1308,model kc,dodge,model kc
1309,dodge model kc,dodge,model kc
1310,model kc dodge,dodge,model kc
1311,model mc,dodge,model mc
1312,dodge model mc,dodge,model mc
1313,model mc dodge,dodge,model mc
1314,model rc,dodge,model rc
1315,dodge model rc,dodge,model rc
1316,model rc dodge,dodge,model rc
1317,model tc,dodge,model tc
1318,dodge model tc,dodge,model tc
1319,model tc dodge,dodge,model tc
1320,model vc,dodge,model vc
1321,dodge model vc,dodge,model vc
1322,model vc dodge,dodge,model vc
1323,model wc,dodge,model wc
1324,dodge model wc,dodge,model wc
1325,model wc dodge,dodge,model wc
1326,monaco,dodge,monaco
1327,dodge monaco,dodge,monaco
1328,monaco dodge,dodge,monaco
1329,neon,dodge,neon
1330,dodge neon,dodge,neon
1331,neon dodge,dodge,neon
1332,omni,dodge,omni
1333,dodge omni,dodge,omni
1334,omni dodge,dodge,omni
1335,other dodge models,dodge,other dodge models
1336,dodge other dodge models,dodge,other dodge models
1337,other dodge models dodge,dodge,other dodge models
1338,phoenix,dodge,phoenix
1339,dodge phoenix,dodge,phoenix
1340,phoenix dodge,dodge,phoenix
1341,pickup,dodge,pickup
1342,dodge pickup,dodge,pickup
1343,pickup dodge,dodge,pickup
1344,polara,dodge,polara
1345,dodge polara,dodge,polara
1346,polara dodge,dodge,polara
1347,power wagon,dodge,power wagon
1348,dodge power wagon,dodge,power wagon
1349,power wagon dodge,dodge,power wagon
1350,raider,dodge,raider
1351,dodge raider,dodge,raider
1352,raider dodge,dodge,raider
1353,ram 1500 truck,dodge,ram 1500 truck
1354,dodge ram 1500 truck,dodge,ram 1500 truck
1355,ram 1500 truck dodge,dodge,ram 1500 truck
1356,ram 2500 truck,dodge,ram 2500 truck
1357,dodge ram 2500 truck,dodge,ram 2500 truck
1358,ram 2500 truck dodge,dodge,ram 2500 truck
1359,ram 3500 truck,dodge,ram 3500 truck
1360,dodge ram 3500 truck,dodge,ram 3500 truck
1361,ram 3500 truck dodge,dodge,ram 3500 truck
1362,ram 50 truck,dodge,ram 50 truck
1363,dodge ram 50 truck,dodge,ram 50 truck
1364,ram 50 truck dodge,dodge,ram 50 truck
1365,ram srt-10,dodge,ram srt-10
1366,dodge ram srt-10,dodge,ram srt-10
1367,ram srt-10 dodge,dodge,ram srt-10
1368,ramcharger,dodge,ramcharger
1369,dodge ramcharger,dodge,ramcharger
1370,ramcharger dodge,dodge,ramcharger
1371,rampage,dodge,rampage
1372,dodge rampage,dodge,rampage
1373,rampage dodge,dodge,rampage
1374,regent,dodge,regent
1375,dodge regent,dodge,regent
1376,regent dodge,dodge,regent
1377,royal,dodge,royal
1378,dodge royal,dodge,royal
1379,royal dodge,dodge,royal
1380,senior,dodge,senior
1381,dodge senior,dodge,senior
1382,senior dodge,dodge,senior
1383,series 1,dodge,series 1
1384,dodge series 1,dodge,series 1
